review,sentiment
słabe,0
nigdy nie kupiłaby nowej kia a z używaną jak wiadomo-loteria jeżeli ze sprawdzonego żrodła-polecam,1
następnego nie kupię a swojego chętnie sprzedam - pozdrawiam,0
Super autko szczególnie do tuningu. Jak każde autko ma jednak swoje wady- zawieszonko(Mam z nim małe problemy) ,1
vddsdggfngfg,0
"Ogólnie-gwarancja 7 lat to tylko w reklamie ,serwis bardzo słaby , nie polecam",0
Mam Almerę od 2001 i oprócz przeglądów do tej pory jeżdżę bez niespodzianek. ,1
Nie polecam nikomu tej marki . Na rynku są tańsi i lepsi od VW dzisiaj produkowanego to nie ten sam VW co kiedyś !!!! Szkoda pieniędzy !!!,0
Komfort jazdy ,0
Polecam,1
"mam scenika rok czasu bardzo fajne autko tylko , kupilem go bez napedu tylnej wycieraczki do tej pory nie moge jej dostac.moze ktos mi pomoc?",1
jestem posiadaczem Micry k-11 1.3lx 93r i jestem bardzo zadowolony z mojego autka jak na taki wiek jest lepiej niz moglem sie spodziewac. Grąco polecam autka made in japan,1
scierwo,0
"Gdyby nie ta toporność i sztywność, byłoby całkiem przyjemnie. Do pracy się nadaje, ale do użytku osobistego nie polecam.",0
"Jego czas już przeminął, ale kiedy był lepszy niż konkurencja",0
"TEN SAMOCHÓD JEST DOBRYM WYBOREM,ALE ZA MAŁO JEST MIEJSCA,ZWŁASZCZA STYŁU.AUTO NA NIE LICZNĄ RODZINĘ. ",1
ogólnie super dużo miejsca polecam bezpieczny,1
"kia rioII-to auto zrobi karierę.Silnik rewelacyjny,wyposażeniem i ceną bije zachodnie,zawieszenie jest super,ale trochę nasze drogi nie dorosły do pewnych standartów.",1
ghrth,0
12letni Lancer 16 16v kupiłem miesiąc temu w Berlinie narazie rewelacja ,1
dobre auto za nie duze pieniadze,1
fajne auto za male pieniadze .polecam,1
Pojazd za 178.000 zł i mnóstwo niedociągnięć. Ogólna ocena MIERNA!!!,0
ogólnie autko ok jeszcze w LPG oszczędne niezniszczalne,0
"mam vectrę 1,8 16V 1997 auto ogólnie ok, chcecie pogadać piszcie ",1
jak ktoś ma taką kaskę i nie wie co zrobić niech sobie kupi ,1
szrot,0
"konkurencja w tym roczniku nie imponuje , a cenowo wyrażnie przegrywa , Xara to mało kłopotliwe autko , dość solidne , nie trzepie jak jak przereklamowany VW",1
"Niewiarygodnie niska jakość pojazdu marki Volkswagen. Myślę o zmianie na samochód innej marki. Trochę mi wstyd jeździć samochodem marki, która oszukuje swoich klientów.",0
 Niezły 1.2 16v,1
Mam zamiar kupić taki samochód uważam że jest super:DD !!!!!!!,1
"Mam Punto II od 2000 roku (nowy) i samochód jest extra.Niedrogi,zwinny,ekonomiczny,nie psuje się i lubię go.Jedyne co to porysowana karoseria przy szybkim manewrowaniu ale to juz moja wina...",1
Jeżdżę nim 3 lata ale jest zbyt małe żeby nim jeździć wszędzie. Polecam kobietom na zakupy i do pracy. W dalekie podróże polecam wsiąść do większego np.Outlandera.,0
nie kupujcie go,0
Auto może i ładne ale bardzo delikatne.Jezdziłem nim kilka lat i raczej jestem zniechęcony do tej marki.,0
Ogólne polecam ten samochód .Bardzo wytczimali.Rziadko się psuje.Tylko mógłby być trochę żwawszy mój się rozpędza do 120km Może i przez to właśnie się rziadko psuje :),0
"polo 1.4 D praktycznie do 30000 bez awarii, Jedyny problem to żle dopasowany układ wydechowy do podwozia",1
Samochód godny polecenia dla młodego kierowcy oraz osób jeżdżących po mieście i na niewielkie dystanse ,0
Na pierwszy samochód z ograniczonym budżetem - wybór O.K. ,0
"Świetny i wygodny, dla rodziny super. Naszym zjeździliśmy całą Europę.Ma się wrażenie, że auto płynie po drodze a to w polskich warunkach bardzo rzadkie!",1
eetam,0
Polecam wszystkim szukającym komfortu i pojemności. Dynamiczny i oszczędny silnik. ,0
Auto godne polecenia ,1
brak mi slowa na tan samochod,0
udany model,1
Dobry samochodzik,1
Kupiłem Megane 2 1.6 .Jest super. ,1
Dobry samochód dla młodego kierowcy,1
Nie polecam najgorszemu wrogowi.,0
Całe szczęście to auto służbowe.,0
Można jeździć ale to tylko opel,0
Golf 3 TDI zdecydowanie polecam do 250 tyś potem problemy z silnikiem reszta ok. ,1
"model dla jazd po mieście z odrobiną turystyki na dalsze trasy tylko, jeśli komuś się nie spieszy, bo głośny przy prędkości większej, niż 90km/h",1
Skoda Superb bije konkurebcje jak chce. Rządzi w świecie limuzyn. Fajne autko dla rodziny. Pozdrawiam Michal,1
"Przez 4 lata jeżdiłem Vectrą B 2.o DTH kombi super autko niezawodne,małe spalanie ok6l/100km,super trzyma się trasy.polecam ",1
"POMOCY!! kupiłam polo z 2001 roku, niech ktos mi poradzi, jaki dokładnie należy używać olej silnikowy!! ",1
Auto mocno eksploatowane z uszkodzonym zderzakiem. Bez przeglądu ,0
Jezdze skoda od 5 lat i nie zamianie jej na nic innego!!!!!!!!! ,1
NISSAN NIGDY WIĘCEJ !!!,0
samochód dobry ale awaryjny,0
Spalanie na LPG,1
Jest ok,0
nie pleceam,0
auto rodzinne zrobione do częstych wizyt u mechaników ,0
"Rdza, rdza i jeszcze raz rdza",0
"Silnik bardzo dobry , chociaż musiałem wymienić kilka elementów ( np. EGR ) .Natomiast beznadziejne jest zawieszenie . Od przebiegu 90.000 km stałem się kilka razy w roku klientem warsztatów. ",0
"2,5v6-super auto za mała kase.pieknie pracuje silnik,a spalanie mniejsze jak w 2,0l.no i to fantastyczne brzmienie!!polecam goraco",1
"posiadam tipo 1.4 gaznikowy z 1995. jak na razie nie myśle o zmianie na inny. trochę denerwuje szum powietrza za oknem, ale wtedy trzeba jechać troche wolniej. ogólnie autko na 5 z plusem.",1
Mialem identyczny dylemat i wbrałem Mazde 6 polecam,1
"MPV jest fajnym autem ale ma jedną wadę - KOROZJA :( pojawia się wszędzie (podwozie, nadwozie) . Silnik żwawy, siedem miejsc, w trasie jak na tak duże auto jest zadowalające 8.5 L/100 km.",0
Tipo 1.7 diesel ma już 250 tys. przebiegu. Jest powolny ale niezawodny na traski. Mało pali i jest włoski. Blachy i silnik bez zarzutu. ,1
ogólnie jak dostane takie same tylko swierze to bede skakał z radości,1
"Samochód całkiem niezły, szczególnie z wyglądu. Zawieszenie jest dość słabe. A po za tym to nie marzekam.",1
"ogólnie dobry samochód, nigdy mnie nie zawiódł",1
"mam 1.8d z 94r. pali średnio 5,5l,autko naprawdę oszczędne ale trochę zimna i już ma problem z odpalaniem",1
Niech was nie zwiedzie ciekawy wygląd i pare bajerów - ten model z tym silnikiem to porażka! Koszty napraw - studnia bez dna.,0
"Podane spalanie dot. LPG. Samochodzik jest fajnym pojazdem do miasta. Mechanicznie jest raczej niezawodny, często psuje się elektryka. Na dłuższe podróże raczej męczący.",0
Super miejskie autko :-),1
bardzo dobre auto,1
bardzo dobre auto jest to mój czwarty opel i jestem zadowolony,1
"MPV jest fajnym autem ale ma jedną wadę - KOROZJA :( pojawia się wszędzie (podwozie, nadwozie) . Silnik żwawy, siedem miejsc, w trasie jak na tak duże auto jest zadowalające 8.5 L/100 km.",0
NIE POLECAM,0
ZNAKOMITY SAMOCHÓD DO JAZDY MIESZANEJ FIRMA/PRYWATNIE -A WADY CÓŻ JAKI SAMOCHÓD ICH NIE MA? JEDNAKŻE UWAŻAM ŻE ZDECYDOWANIE WIĘCEJ MA ZALET,1
dobre do nauki ale nic pozatym,0
dobry do spokojnej jazdy bardzo niskie zawieszenie ,0
jak na takie pieniądze mogło byc lepiej,0
Super samochod polecam bezproblemowo ,1
auto bardzo dobre,1
dobre za taką cenę,1
Samochód oceniam na 5 z małym minusem,1
super autko.,1
"Przesiadka ze Skody Fabi kombi, wydawała się dobrym posunięciem, ale ten to wóz drabiniasty nie samochód ciągle coś się psuje a pali ile mu wleje ",0
"Mam benzynę 1,4 i wychodzi taniej niż diesel!!!",1
"Bardzo dobry samochod, bez wad , beaz korozjo, tylko czas na VE GOLFA 6 ",1
Nie polecam,0
"Zgrabne, sprawne autko za nieduże pieniądze. Potrafi jechać naprawdę szybko jak na mały silnik przystało. 130- 140 km/h to już jest bardzo dobry wynik.",1
"prowadziłem transport Multicarem ,Cabstar koło Multicara nie może stanąć ",0
"Jak kupowałem ten samochód przy przebiegu 38 tys nie spodziewałem się, że wydam na jego utrzymanie tak niewielkie pieniądze. A przejechałem nim 180tys km. ",1
słaby silnik hałas,0
polecam osobą na potrzebę dojeżdżania tylko do pracy i koło domu :-),0
jestem zadowolony z tego autka ale nie raz przyprawia mnie o większe ciśnienie .,0
Super sprzet 4 lata i nic nie robię jedzie,1
samochód jak dla mnie zbyt zamulony mimo ładnego wyglądu i bezawaryjności źle wyciszony materiały z którego został wykonany kiepskie,0
"To jest super auto, komfort jak w samolocie i wcale duzo nie pali. ",1
Sprzedaję takie samochody i nie ma żadnych problemów,1
Duże komfortowe auto za niewygórowaną cenę. na pewno lepsze diesle niz w passacie.,1
"jeżeli ktoś szuka auta do wożenia dzieci do szkoły ,to może go kupić ,jazda w trasie bez emocji -jak najbardziej .Jeżeli szukasz auta dynamicznego i stylowego ,to niestety -to nie ten poziom...",0
bardzo oobry,1
jeszcze kilka miesięcy,0
Raczej nie mimo iż była to wersja by loeb to jak na tą masę samochodu szału nie ma dupy nie urywa a spalanie na piziomie c5 2000 litry 140km.,1
"Silnik dopiero po odwiedzinach w V-tech, działa jak należy.",0
BUBEL za 100tys,0
"Auto świetnie się prowadzi, wygodne, napęd zimą rewelacja, ale blacharka i silnik do kitu.",0
rewelacja ,1
Autko jak na razie niezawiodło mnie na dystansie 30 000 tys. km odkąd je kupiłem. Solidne wykończone i niezawodne !!! ,1
"Jest to mój drugi Outlander. Podobnie jak pierwszy zdecydowanie polecam, choć użytkuję go dopiero 2 m-ce. Rekomenduję silnik diesla, model w wersji Intense +.",1
poprostu super autko i szkoda że musialem go sprzedać. z twardym zawieszeniem nie ma żaden szans i z dobrym silniczkiem. ,1
5 osob zero przyjemnosci z jazdy,0
Super,1
samochód jak dla mnie zbyt zamulony mimo ładnego wyglądu i bezawaryjności źle wyciszony materiały z którego został wykonany kiepskie,0
Ogólnie auto chodzi bez awaryjnie,0
Nie polecam 1.5 DCi,0
"Auto ładne, dobre na trasę ale po mieście nie polecam , zła widoczność w czasie manewrów przy parkowaniu, lakier to jakaś kpina ! Kiepska jakość wykonania elementów zwłaszcza plastików.",0
"Małe , ciasne , tylko na dojazdt podmiejskie. Zdecydowanie lepiej trochę dołożyć i kupić coś troszeczke większego np. Skode Fabie.",0
Lancia kappa cupe 2T to co tygryski lubią najbardiej. ,1
ładna stylistyka nadwozia dobry konfort i spalanie samochód godny polecenia,1
"mam 309 z silnikiem 1,1 już prawie rok i jak na razie nie narzekam, pali ok.7l.w mieście",1
paliwożerny i problematyczny!,0
"beznadziejny samochod ,nigdy wiecej !!!!!. Nie dac sie uwiesc sprzedawca tego typu samochodu",0
Brak słów ,0
OK ,0
nie kupiłbym tego auta 2 raz przede wszystkim z uwagi na skrzynię ---- chorendalne koszty naprawy i czas oczekiwania na części. ,0
"samochód godny polecenia, oprócz korozji auto naprawde fajne da sie nim fajnie jeździć",0
mam scenic 1999 16 16V kaleido 120 000 km żadnych awari bez problemów w każdych warunkach silnik dynamiczny i oszczędny,1
super,1
Jeżdżę nim 3 lata ale jest zbyt małe żeby nim jeździć wszędzie. Polecam kobietom na zakupy i do pracy. W dalekie podróże polecam wsiąść do większego np.Outlandera.,0
Polecam. Piekny w wygladzie i bardzo dobry technicznie,1
jest ok,0
nie,0
Auto zgrabe spotrowe lecz dla ludzi z duzo kaso ,0
"mamfiestę 1.25 fun z 1998 r. Do tej pory musiałem wymienić akumulator. Dobry zwinny samochód ale duzo pali, następny mój samochód to będzie diesel",1
"3,5 benzyna - to jest dopiero Monterey - polecam sie przesiąść z tych małych deasli. Sam dzwięk silnika doprowadza do szczytowania :-)",1
"Jeżdżę od 2 lat Laguną z 1996 roku. Kupiona w Polsce, bezwypadkowa, silnik 2,0, wersja RXE plus kilka extra dodatków. Auto sprawuje się rewelacyjnie.",1
mam 21 2.0 ful opcia auto rewelka ten co nazeka to fujara malo awaryjne i bardzo wygodne na gazie chodzi super ipali 10 litrow gazu,1
"Wypada ogólnie kiepsko, może ze względu na silnik 1,6l. znajomy ma 2.0 i dużo mniej problemów. Polecam wersję 2.0 diesel lub sprawdzone 1,6.",0
samochód okej ale nie kupiłbym go ponownie ponieważ kupiłem nowszy golf 2 no może nie nówka ale jeździ,0
uzywam go do jazdy do pracy bo jest z gazem mysle ze VW okazal by sie lepszy :),0
"Dużo ""małych"" ale dokucznych problemów - raczej nie kupię drugi raz Kangoo",0
Nie opierać SIĘ O MASKĘ BO MOŻNA POGIĄĆ.,0
"Jak trafisz na zadbany samochód to TAK, a jak nie to masz do wydania około + - 5000 zł.",0
"auto wygłąda nieżle , nieżle się prowadzi , awaryjne katastrofalnie",0
jestem zadowolony. Chce wymienic olej silnikowy a auto ma przejechane 150.000 . Napiszcie jaki olej powinienem wlac .,1
Wystrzegajcie się!,0
Fajny suw gdyby nie ten silnik,0
"samochód prawie bezawaryjny, ",1
takie sobie autko ale słabej jakiści,0
NIE POLECAM,0
"Jeżeli chcecie kupić auto w tym segmencie proponuję Renault Master, dużo mniej awaryjny.",0
"bardzo wygodny i dopracowany samochód. Silnik oszczędny i jak na pojemność 1,6 dynamiczny. Dotychczas niezawodny - 12000 km. ",1
jestem zadowolony z tego autka ale nie raz przyprawia mnie o większe ciśnienie .,0
Jak lubisz bawic sie w mechanika albo jezdzic do zaprzyjaznionego wydac troszeczke kasy to polecam:),0
"samochód na tyle drogi , że jego jakość jest zdecydowanie za niska - awaryjność silnika okropnie wysoka , co powoduje ogólne niezadowolenie z pojazdu.",0
"Nie kupujcie wogóle takich samochodów chyba,że chcecie mieć dużo usterek !!!",0
"Plastik prosto z Niemiec. Nie polecam! Jest np. Focus, lepiej wykonany i lepiej wyposażony. ",0
"Auto nowe, salonowe, jeszcz mały przebieg, wszystko ok. Zwinne, szybkie, stabilne, w miarę komfortowe, w miarę ciche przy prędkościach maksymalnych 140, i ... dokładnie według potrzeb i środków. ",0
rope rusko lales.zmien filtr paliwa a bendzie ok ,1
brak mi slowa na tan samochod,0
Przyzwoite auto.nie jest bezawaryjne ale usterki sa latwe do usuniecia.plus za dobry silnik ktory jest praktycznie bezobslugowy.jednak brakuje mu mocy.jak seicento to tylko 1.1,0
"mam paska 115KM i jest super.Idzie jak burza,siadl mu tylko przeplywomierz powietrza",1
Super Autko Bardzo Polecam jeżdżę tylko Lanciami i nie narzekam.,1
Miałem kilka już aut ale nigdy więcej Ford,0
"mam galaxy dopiero miesiac ale moja opinia jest na tak ,problem to nagrzewające sie wnętrze jak macie jakies rozwiazanie proszę o informacje ",1
awarie non stop jak nie silnik to zawiaszenia i tak dalejwcięgu rok wydałem 7000 tysięcy chorera mie bierze . nigdy feancuza .wole śkode felicje ,0
Auto rewelacja.I jak malo pali.,1
jest zajebisty kupilem tydzien temu 60 przebiegu 91 rok od 1 wlasciciela,1
Jak za ta kasa mogłem kupić lepsze i wydajnesze auto Czesia się ze go sprzedałem choć z ogromna strata polecam Vw LT,0
FIAT tym razem się postarał.,1
ok,1
HMM OGÓLNIE TO NIE POLECAM,0
"komfort, komfort, pojemność bagażnika + po wymianie zawieszenia na twardsze prowadzi sie jak po sznurku :)) ",1
witam ja osobiście nie narzekam na frontery miałem z 1999 r z silnikiem 2.2 tdi obecnie mam z 2003 r rownierz z silnikiem 2.2 tdi ktora jest na sprzedaz zalnteresowanych zapraszam nr 609.417.806 ,1
"mam Pajero z 1988 roku 2,5 td.ludzie kochani,ja już nie chcę innego samochodu,tutaj nie ma co się psuć!miałem przed nim kilka osóbowych i ciągle coś.super auto-polecam.",1
Maloekonomiczny silnik 2.0. Silkik 1.8 zapewnia spokojną ekonomiczną jazdę.,1
"Peugeot to słaby ,,Partner"" gdybym miał wybrać wygodne i silne auto to jakiegoś niemca czyli Mercedesa albo Audi lub Volksvagen...",0
Mam calibre Turbo 4*4 204 km poprostu full wypas elegancja francja max 260 km/h polecam każdemu jest czym zawijać!!!!!!!!!!!tylko ma jedną wadę szybko kapcie pale.pozdro dla was,1
"Mam golfa II z 87 roku w automacie 1,6 diesel. Super auto tylko wlewać i gaz do dechy. ",1
samochód na dobrym poziomie,1
Jeżeli primera i kombi to tylko 2.0 (moc) i lata do 2000. Wtedy to jeszcze był Nissan a nie Renault! ,1
mam 1.8 td 1997r ZAJEBISTE auto jeden tylko mankament nawiew naweyt z klimą nie daje rady z zaparowanymi szybami podobno wszystkie modele tak mają. silnik trochę za słaby (kombi) ale ogólnie super,1
"Mam colta 1997 1,3 nowy model i jestem bardzo zaskoczona że tak dobrze się jeździ tym autem. W mieście mi pali w granicy 7-8 litrów, a w trasie 6. Naprawdę polecam",1
jest bardzo dobry i niezawodny w trasie jest najlepszym samochodem w tej klasie i za taka cenę!!!!!!!!!!!! ,1
ogolnie wporzadku,1
"Jeżeli chcecie kupić auto w tym segmencie proponuję Renault Master, dużo mniej awaryjny.",0
"niezawodny,lekki a bezpieczny ",1
fajny wóz,0
Super. niezawodne i wygodne auto. ,1
Witam mam focusa 2005r z usa i mam taki problem podczas jazdy na wprost jest okey gdy jadę po łuku w lewo coś mi huczy jakby z prawego koła.może ktoś mi coś doradzi z góry dziękuję,1
super autko - mam w wersji Ghia - idzie jak burza tylko w miescie lyka prawie 8l.,1
"Swietne auto, z silnikiem 2,2 TDDI bardzo dynamiczne, wystarczy uważać na sprzęgło i będzie jeździł i sprawował sie swietnie długie lata",1
Nie zamienie się na inny! ,1
Samochód super ale : zawieszenie !,0
Silnik jest niesamowity. Nie bierze oleju i mało spala. Auto naprawdę dobre. ,1
już kupiłem ponownie 6 lat młodszy,1
Dobre auto rodzinne.,1
"samochód rodzinny spełniajęcy oczekiwania pod każdym względem, pakowny, komfortowy, bezpieczny, bardzo dobrze się go prowadzi ",1
"Słabe zawieszenie jak na polskie drogi, bardzo duża awaryjność instalacji elektrycznej.",0
"CZEŚĆ!WAM WSZYSTKIM.Szukam Vectry Kombi Diesel 96-98r chce kupić!Chciałbym nawiązać kontakt z posiadaczami takiego modelu, poznać ich zdanie i opinie! tel.693-669-119 e-mail: rafsil@wp.pl",1
ogólnie tani model na rynku wtórnym,0
"wszystko byłoby dobrze gdyby nie korozją. dziurawe większość elementów, rama, bak, nadkola. silnik i napęd przeżyją nadwozie i ramę. Ale bardzo fajnie się jeździ",0
Jezdze juz trzecim scorpio tzn.wczesniej 2.0DOHC i 2.4 a obecnie 2.9 24V cosworth i nie chce innego auta!!!Kazdemu zycze takich wrazen z jazdy za tak niewielkie pieniadze (zakup auta). ,1
jest ok,0
"W 2018 kupuje Kia Carens 3 z 2009-2010 r. za smieszne 13-15 tys zł. i pojeżdzę spokojnie 5-6 lat. silnik ten sam, czyli 2,0 CRDi VGT i 140 KM. Dziś mam 173 KM w Carensie 2/Chip/",1
"Fajne auto za dobre pieniądze, ",1
Auto nie do zdarcia mam 92 rok - igielka ,1
samochud dobrze spisuje sie na drogach sa male usterki,1
"uciekajcie ludzie od fiata jak najdalej szczególnie że te super opinie wiadomo kto wystawia , ja już żadnego fiata nie kupię nawet za darmo go nie chce ani żadnego włoskiego gówna",0
Auto Pierwszej kategorii.,1
"Nie kupujcie wogóle takich samochodów chyba,że chcecie mieć dużo usterek !!!",0
mógłby być trochę cichszy i mniej spalać ale ogólnie ok,0
"Mam to auto 6 lat. Co do silnika nie mam zastrzezen, po prostu niedo zajechania, nawet bez oleju.",0
Polecam wszystkim,1
Odradzam zakup wersji mixt dramata!,0
"1994r ,przebieg 262000 km, gdyby nie delikatne zawieszenie całość by byla na 5! Silnik zdecydowanie najlepsza rzecz w tym samochodzie(1.6 gaznik).",1
słaba,0
"jestem bardzo zadowolony z samochodu, aczkolwiek potrzebuje cos wiekszego",1
"Bardzo trwały samochód , pojemny bagażnik , koszty eksploatacji niskie , trwały silnik. ",1
"Bardzo ładny samochód, szczegolnie wersja 3-drzwiowa, no i super wersja z silnikiem 1.9 JTD. Rewelacja",1
Zapomniałem szczegulowej opini wiec podaje teraz,1
"Mam CC od tygodnia. 700 jest za wolna, 1100 za duzo pali, więc wybrałem 900. Jeździ sie przyjemnie, osiągi są w porządku, spalanie bardzo małe, a w dodatku jest cichy w środku.",1
Następny model będzie w automacie,1
"Nigdy wiecej niemiecki ""technologii""",0
a takie w sam raz,0
"Brava może nie jest samochodem najlepszym technicznie, ale w swojej klasie jest jednym z ładniejszych.",1
nie mam zamiaru go sprzedawac ,1
Po tym samochodzie nieco wyleczyłem się z Mazdy.,0
słabe,0
dość dobry samochód za niewielkie pieniądze,0
ok,0
"uciekajcie ludzie od fiata jak najdalej szczególnie że te super opinie wiadomo kto wystawia , ja już żadnego fiata nie kupię nawet za darmo go nie chce ani żadnego włoskiego gówna",0
"Uważam,że warto kupić,żadna inna firma za tą cenę nie daje tyle.Dla dwojga osób bardzo dobry",1
Dobre auto tylko szybko gnije,1
Wspaniały samochód. Jeżdżę nim prawie 3 lata i nigdy nie miałem z nim kłopotów.,1
"Fajny miejski samochód, da się nim pojechać szybciej na autostradzie i całkiem fajnie sie rozpędza. Słuszny i wierny samochód.",1
ale komu padła ta pompa... jemu czy tobie?,1
"mam omege 2,5v6.Jezdze na benzynie pali mi ok.12-14l.w miescie(automat).Gaz montowac tylko sekwencyjny!!!!!zwykly bedzie palil grobo powyzej 25.l.",1
szrot,0
"witam,miałem 2.0 z 96 teraz mam 2.5 z 2000 i powiem szczerze,że oba są ok.Ja na twoim miejscu jednak wybrałbym 2.5 ,bo pali tylko 1.5l/100 wiecej a daje duzo wiecej frajdy",1
Nie polecam najgorszemu wrogowi.,0
prowadzi się dobrze,0
bx jest autem tak wspaniaqlym ze az nie bede sie rozpisywal bo wymieniajac superlatywy nigdy bym nie skonczyl,1
fajne,1
toporny,0
Porażka.,0
"Gdyby nie głośna praca silnika, to kupiłbym zdecydowanie ponownie ten model",0
Miałem już 2 x-traile diesle i teraz kupię benzynę albo hybrydę.,0
Auto godne polecenia,1
Super autko!Polecam!,1
"nie odkryłem w nim auta sportowego, nie jest też do końca rodzinny, ale jest bardzo dobrym kumplem",1
cieszy mnie ,0
Auta ok' - serwisy takie sobie,1
niemiec plakal jak sprzedawal,0
jeżdżę od lat kilku (2.0) i jest ok.Pozdr.,1
"206sw1,4-ogolnie fajne autko.Przy okolo 110km/h cos piszczalo przy prawym oknie.Zalozylem oryginalne owiewki w salonie i po klopocie.Dobre na deszcz,opary-polecam-",1
"ogólnie samochód fajny wizualnie lecz silnik i zawieszenie do niczego, spalanie zadowalające",0
Mam pytanie jak sie sprawuje skrzynia tiptronik w Fordzie Mondeo tdci 2.0 130 km,1
Za tę cenę nie znalazłem nic lepszego.,1
"prowadziłem transport Multicarem ,Cabstar koło Multicara nie może stanąć ",0
auto wiecznie się psujące ,0
Lipa,0
kupilem sharana 2001 115 kucy na pompo wtryskach jest igła . spalanie od 6 do 7 . rewelacja ,1
"Fajne autko - zwrotne, oszczedne, ma kopa :)",1
"autko jest ok. mam 2,3d drugiego kombika i jestem zadowolony, podstawa w dieslu to dobry akumulator i świece żarowe i silnik musi pykac.",1
ok,0
auto rodzinne zrobione do częstych wizyt u mechaników ,0
"moze dlatego,że przesiadłem się z Zafiry wysokośc jest istotna, gównie przy pokonywaniu krawężników",0
lepiej kupić rower ,0
"Autko swietnie sie spisuje, jak bym miał kupic nowe z salonu to wybrtał bym Juka :)",1
jak na takie pieniądze mogło byc lepiej,0
"Jezdze Xsara II 1.6 (110KM) benzyna i uwazam ze jest bardzo fajna, chociaz denerwujce jest to, ze dobrze przyspiesza tylko przy na prawde wysokich obrotach - ale wtedy robi to calkiem zwawo...",1
mam fiat punto od roku 2002 czrny metalik ale super sie jedzie ma sie podoba fiat punto i tez woze dzieci ,1
posiadam polo match 1998 1600.przejechalem100tys.km.i do tej pory wymienilem tylko czujnik temperatury za 60 zl.,1
"Auto przyciąga wzrok,fajnie się go prowadzi. Ale awarie elektryki zdarzają się zbyt często ",0
auto godne polecenia części tanie małe spalnie ,1
Da się nim jeździć.,0
"jeżdżę polo clasic 1997 1.4 silniczek geneeralnie nie narzekam choc autko troche cieżkie i silnik słabiutki, ale od 2 lat miałem awarie tylko centralnego zamka i oczywiście wydech, ogólnie polecam!",1
Samochód dla kowalskiego,0
"Autko dość przyjemne, niestety, dość drogie w utrzymaniu - ciągłe wizyty w serwisie, wysokoe spalanie, właściwie porównywalne z Polonezem.",0
bierze duzo oleju czesto cos sie psulo .Automat ok ,0
nie kupiłabym tego auta ponownie ,0
w tym roku kupiłem astre 3 hatchback z silnikiem 1.4 ecotec tnie po autostradzie 240 na godzine cudo full wypas ,1
RIO - ja go pochwalam ,1
jeszcze kilka miesięcy,0
Zdaleka od renault,0
"ciś. jest ok. - chodzi o to, że komputer nie widzi jednego koła... ",1
Fajne Autko ale nie warte więcej niż 1500 zł :) ,0
"Wszystko byłoby w porządku z tym samochodem, gdyby nie kosztowna naprawa sterownika skrzyni biegów. Szkoda, bo samochód całkiem dobrze się sprawował",0
"Auto niezawodne, tanie w eksploatacji, wygodne, niewiele pali (jak na swoją masę), mimo że diesel - zimą bez zarzutu.",1
komfirt super polecam ,1
Nic na f. fiaty fordy i francuzy,0
ok,1
"najbardziej dokuczliwa jest rdza we wnękach drzwi - znany temat, była nawet akcja serwisowa; poza tym czasami zalatuje taniością",1
Mam Renalt 19.To wspaniały samochód chociaż ma już prawie 13 lat.Bardzo dobrze się spisuje.Jestem z niego zadowolony.,1
szkoda pisać to tylko skoda więc zanim kupisz zastanów się bo to auto dla przeciętnego kowalskiego ,0
"mam 3,1tdi 92r ciągałem podwójną lawetę nie sprawił żadnych problemów jest super ",1
"Mam Asconę od 7 lat.Caly czas tą samą.Jestem dość potężny i uważam,że jest to najwygodniejszy wóz,pakowny,niezawodny,silnik i zawieszenie jak najbardziej ok.",1
"Nie kupiłbym, bo już oczekuję czegoś lepszego, ale jeśli miałby znów do dyspozycji tyle pieniędzy, to jak najbardziej kupiłbym tą astrę znów.",0
Jak za 2 tyś to nie znalazłem lepszego :),1
auto wygląda nieżle miałem okazję jechać kumpla autem a teraz on szuka do swojej mazdy 929 ksiązki napraw i obsług tylko on ma swe auto z roku 82.a jest w dużej potrzebie znalezienia takiej książki ,1
Mam ją 2 lata i jeszcze mnie nie zawiodła.Jeden mankament to wyciek oleju ze skrzyni biegów.,1
To pachnie zwykłą propagandą lub niestosowną reklamą,1
sWOJA PRZYGODE ZE SKODĄ ROZPOCZĄŁEM W 2001 ROKU KUPIŁEM SAMOCHÓD Z KOŃCA 1996 SILNIK BEZ ZARZUTU ZAWIESZENIE ZNOŚNE AUTKO BEZAWARYJNE SŁOWE SUPER,1
Odradzam zakup wersji mixt dramata!,0
"Nieudany zakup. Tani w zakupie, ale drogi w eksploatacji i awaryjny.",0
"Suuuper autko. Posiadam 2,5 TDS z 95 roku. Jeździ bez najmniejszych zarzutów, komfort i przestronność samochodzika to sama przyjemność. Poza tym jest piękna:)Jednym słowem- samochód z klasą.",1
z daleka jak wszystkie hitlerwageny,0
"daje najwyzszee oceny poniewaz w ciagu prawie juz 3 lat mnie nie zawiodlo, codzienne dojazdy do pracy ok. 50 km w jedna strone",1
"samochód godny polecenia, oprócz korozji auto naprawde fajne da sie nim fajnie jeździć",0
OK ,0
"Polecam ten samochód. Jest mały, zwrotny i bardzo oszczędny. Mój użytkuję 15 rok i jestem bardzo zadowolona. ",1
za takie pieniądze żadne bmw i mec czy audi nie da Ci przyjemności z jazdy,1
"BRAVA 1,9 JTD",1
