review,sentiment
Ogolnie auto fajnie sie prowadzi bardzo komfortowe.Spalane opisałem w oparciu o instalacje gazowa.Auto dosc ciezkie z 2litrowym silnkiem gazu na trase pali 10L przy predkosciach powyzej 120km/h,0
Nie polecam nikomu drogie części. Posiadałem ponad igiełkę silnik 1.9 i co? I tak się psul. . Nie polecam..,0
"Mogło być fajnie, ale nie jest. Miało być duże wygodne auto. I jest duże, tyle że bardzo niekomfortowe. Poza tym dużo pali. Nie polecam ",0
"Auto raczej do jazdy po miescie dla osob, ktore nigdzie sie nie spiesza. Eleganckie i komfortowe, ale BARDZO mułowate i z paroma mankamentami, ktore psują dobre wrazenie. ",0
Ogólnie super autko dla rodziny. Polecam. Ford był różnie postrzegany w PL. Ważne jest to że pozbył się problemów z korozją . ,1
Jak bym miał kupować jeszcze raz to kupiłbym fiata bravo 2.0 HGT 20v,0
Pomyłka.,0
auto nie jest dobrej klasy zawiodłem sie co do tego modelu i to bardzo!!!,0
Nigdy wiecej tego niemieckiego dna przereklamowanego!!!,0
Ciągłe problemy z elektroniką i zawieszeniem. Nawet najgorszemu wrogowi bym nie polecił,0
nie polecam,0
awarie non stop jak nie silnik to zawiaszenia i tak dalejwcięgu rok wydałem 7000 tysięcy chorera mie bierze . nigdy feancuza .wole śkode felicje ,0
Czas na nowszy lub nowy samochód /np. Nissan Qashqai/,0
"Auto nie jest konstrukcją, za jaka chce ja uważać producent. To stare, brzydkie i palistikowe wnetrze z ciekawie zaprojektowaną karoserią. Pali za duzo na tak słabe siągi.",0
"Bardzo udane auto, mało awaryjne, niedrogie w eksploatacji",1
POLECAM wszystkim ,1
Efektowny samochód ,1
samochod fajny,1
nie mam zamiaru go sprzedawac ,1
"moze dlatego,że przesiadłem się z Zafiry wysokośc jest istotna, gównie przy pokonywaniu krawężników",0
Samochód polecam wszystkim tym którzy cenią sobie komfort dalekich podróży. przez 10 lat nie zawiódł mnie ani razu. Polecam,1
Zdecydowanie polecam.,1
"Ogólnie ok. Słaba wytrzymałość silnika, karoserii i zawieszenia. Trzeba przyznać ze wygodne i mocne.",1
To mój piąty samochód - potrafi zaskoczyć na drodze innych kierowców swoją dynamiką. Po kilku latach użytkowania zupełnie bezawaryjny,1
nie kupujcie go,0
Polecam,1
cieszy mnie ,0
bez FAP da się jeździć i jakby blachy były lepszej jakości to OK,0
Nie kupiłbym tego auta nigdy więcej. To co zaoszczędzisz na spalaniu wydasz z nawiązką u mechanika. To jest po prostu opel corsa z dospawanym przystankiem autobusowym.,0
.,0
"Nie kupujcie wogóle takich samochodów chyba,że chcecie mieć dużo usterek !!!",0
"Fajny rodzinny samochód jednak dużo pali /10 l/100 km/ przy normalnej eksploatacji w mieście, skrzypiące plastiki oraz mały bagażnik jak na rodzinny samochód.",1
dobra relacja ceny do jaosci,1
wszystko sie psuje,0
"Ten model to klasyka, podchodzę do niego trochę z sentymentem, fajne autko dla siebie w niedużej cenie. Polecam korzystać z pomocy dealera np at garage z Łodzi przy zakupie nowego i używanego auta",1
Ogólnie jestem z samochodu zadowolony. ,0
odradzam zakup pojazdów tej marki. ZERO poszanowania klienta i ze strony MMPOL i ASO,0
Nie kupiłbym Opla który ma 21 lat... Ale jak na swój wiek ta niemiecka maszynka do przemieszczania dalej spełnia swoje zadanie. A grill w bagaju stoi bez rozkręcania.,0
Jest ok,1
Stan ogólny dobry,1
"Gdybym miał zmienić auto, to tylko na ten model , ale młodszy rocznik, no i może (opcjonalnie) 2-u litrowy z turbiną. Nowszej generacji Outlandery II i III są zaokrąglone, podobne do całej reszty.",1
Auto super do jazdy z rodziną. Polecam,1
Dobre auto ale co jakis czas trzeba do warsztatu srednio co poł roku cos pada ,1
ok,1
"Podane spalanie dot. LPG. Samochodzik jest fajnym pojazdem do miasta. Mechanicznie jest raczej niezawodny, często psuje się elektryka. Na dłuższe podróże raczej męczący.",0
Niech was nie zwiedzie ciekawy wygląd i pare bajerów - ten model z tym silnikiem to porażka! Koszty napraw - studnia bez dna.,0
"samochód ma wymienione sprzęgło, rozrząd, zregenerowane turbo",1
"Przesiadka ze Skody Fabi kombi, wydawała się dobrym posunięciem, ale ten to wóz drabiniasty nie samochód ciągle coś się psuje a pali ile mu wleje ",0
Elegancki samochód w tej klasie. Tylko błąd VW w błędach w silniku które powinny być poprawione w ramach akcji serwisowej już na początku.,1
autko ok,1
reasumujac jestem bardzo zadowolony z uzytkowania nigdy mnie nie zawiódł,1
"Świetne auto mimo, że już nie produkowane. Pozwala na dość szybką i bezpieczną jazdę. Właściwie eksploatowane i serwisowane nie przysparza dodatkowych kłopotów i kosztów.",1
tylko Maxima,1
KUPIŁBYM BENZYNĘ A NIE Diesla,0
"Drugi raz nie dam się władować w przedłużoną gwarancje w VW, bo tej marki już nie kupię.",0
Warto kupić ten samochód od pierwszego właściciela,1
Za te pieniądze samochód godny polecenia,0
Dobry,1
Auto pobiera duzo oleju 2_3litry na 10 000 poza tym super. Lpg znosi lepiej niz pb:),1
"Porządny samochód dla oszczędnych ludzi. Mało pali, na miejsce dowiezie. Coś kosztem czegoś.. taniość za kulanie się po autostradach itp ",1
w sumie fajne auto ale potrzebuje wielu udoskonaleń,0
"samochód niedoceniany, kto trochę pojeździ to go polubi",1
"fajne rodzinne autko, dobry dostęp do kabiny nawet przy dużych gabarytach użytkownika, ",1
"Duże, wygodne z dobrym silnikiem podatnym na gaz, co zmniejsza koszty jazdy. ",1
"Bardzo wysokie spalanie,niema w Poznaniu i okolicach dobrego serwisu.",0
Ten samochód jest super tylko potrzeba mu większego silnika np. 2.0,0
Mogło by być lepiej ale nie ma co wybrzydzać,1
111,0
"Ładne auto, nie jest to demon predkości ale przyjemność i wygląd auta rekompensuja braki",1
"polecam dla rodziny 2+1 i dojazdy do pracy części tanie, ogólnodostępne",1
Bardzo niskie zużycie paliwa - przy oszczędnej jeździe do 4 l/100 km. Jak na samochód tej klasy naprawdę komfortowy oraz oszczędny. Umiarkowane koszty części eksploatacyjnych. ,1
bardzo dobry samochód polecam ,1
Duży hałas przenoszony z kół przez nadwozie!!! ,0
paliwożerny i problematyczny!,0
wszystko ok ale z ewnątrz bardzo awaryjny silnik a wewnątrz tak sobie jak na samochód w takim wieku ,0
"Auto ładne z wyglądu, wnętrze ciekawe.",0
za dużo napraw,0
"Wygodny na wyjazdy, oszczędny, zawsze coś przewieśc można.",1
Kupiłbym ponownie.,1
Bardzo wygodne i przestronne autko ; silnik na łańcuchu przez co nie wymaga większych przeglądów to już mój 3 Opel w przeciągu ostatnich 10 lat z tym silnikiem i nigdy nie miałem z nim problemów.,0
dno,0
niezłe auto ale pali jak smok,0
auto OK,1
"Nowy Fiat Panda to ""BUBEL"", nie kupiłbym ponownie. Dacia już jest lepsza i cena bardziej konkurencyjna!",0
nie kupiłbym tego auta 2 raz przede wszystkim z uwagi na skrzynię ---- chorendalne koszty naprawy i czas oczekiwania na części. ,0
"słabe silniki,drogie części, brak zamienników . nie polecam ",0
Autko całkiem fajne ale silnik hmm... wydaje się że fajne lecz gdy zacznie sie psuć koszty są ogromne,0
średnia jakość zawieszenia,0
Lipa,0
"Najlepiej sprzedający się w Europie w swojej klasie Suw , to samo mówi za siebie.",1
Bardzo wygodny dla rodziny. Trudno się z nim rozstawać.,1
"Dobre, ładne, sympatyczne auto do spokojnej jazdy",1
Autko bardzo ładne... i to tyle zalet silnik porażka co chwile jakieś niespodzianki. Komfort jazdy taki jak w polonezie silnik głośny i szarpie,0
auto wyprzedzajace swoja epooke,1
żadnych większych awarii nie miałem a już tym autkiem zrobiłem ponad 56 tys ,0
myślę że bardzo dobre auto dla kogoś kto lubi konfort jazdy a zarazem ceni sobie pojemność bagażnika i dynamikę silnika,1
poprzednim moim samochodem był FIAT (40000zł ) kupiony jak skoda( 50000zł ) w salonie nówka sztuka przejechałem nim 120000 i nic moim następnym samochodem napewno nie będzie skoda ,0
Kocham to SUV,1
Na pewno kupię następna generacje,1
"Dobry, niezawodny, dla osób nie wymagających luksusu.",1
bardzo dobre auto!!! polecam!,1
Chyba warto sie skusic bo te mazdy nie sa drogie chyba ze wzgledu na spalanie,1
Szukam nowego,1
Nie opierać SIĘ O MASKĘ BO MOŻNA POGIĄĆ.,0
"O diesla trzeba dbać od początku, jeśli ktoś to zaniedba to kolejny właściciel będzie miał po pewnym czasie problemy. ",0
Nieźle ,1
samochód o małym komforcie ale można na nim dobrze wyszkolić młodego kierowcę,0
Niezłe autko ale walka z psującym się wspomaganiem męczy mnie,0
mam go6lat zrobił120 tyś za koszt napraw 16 tyś ekonomi [ 0 ],0
"Bez rewelacji, ale jak ktoś podejdzie do tego samochodu zdroworozsądkowo i nie będzie oczekiwał tego co z auta segmentu C, to będzie zadowolony. Do miasta samochód ten jest w porządku.",0
"Auto jako wół roboczy i wyjazdy na wczasy sprawia sie wyśmienicie , co chodzi o codzienną jazdę męczy. Starsze modele z automatem porażka - duże spalanie i brak mocy . Lepiej zakupić w manualu.",0
ogólnie autko ok jeszcze w LPG oszczędne niezniszczalne,0
za duzo wad,0
Polecam,1
niemiec plakal jak sprzedawal,0
Samochód idealny dla dużej rodziny. Dzieci go kochają. Jest bardzo wygodny i funkcjonalny. Ja polecam szczególnie te ze 130 konnym silnikiem diesla. Na trasie radzi sobie doskonale. ,1
Gdyby nie ta korozja,1
super auto,0
niby hyundai a przyciąga wzrok i zainteresowanie,1
"ogólnie samochód fajny wizualnie lecz silnik i zawieszenie do niczego, spalanie zadowalające",0
Samochód dobry dla świeżego kierowcy. Jednak nie jest on stworzony do szybkiej jazdy gdyż jego zawieszenie jest bardzo bardzo miękkie jak i również do wyprzedzania. ,0
Caly czas sie zastanawiam czy wersja z silnikiem 1.5 DCI naprawde tak malo pali.,1
kiepskie auto francuzkie,0
Samochód wart zainteresoania,1
Samochód godny polecenia,1
Ogólnie polecam ale nie dłużej niz na 3 lata.,0
ok.,1
W trasy świetny. Do miasta raczej słaby.,0
Pojazd za 178.000 zł i mnóstwo niedociągnięć. Ogólna ocena MIERNA!!!,0
Samochód godny polecenia do miasta i na krótkie trasy. Na długie jest świetny niskie spalanie niestety obawiam się o wytrzymałość. Obecnie mam 60tyś po półtora roku zobaczymy ile wytrzyma.,0
Kupiłbym ponownie ale zapewne benzynę z przeznaczeniem pod LPG.,0
"Plastik prosto z Niemiec. Nie polecam! Jest np. Focus, lepiej wykonany i lepiej wyposażony. ",0
Jak to passat ,0
"Samocod o dużej przestrzeni wewnątrz, lecz elektronika poraża awaryjnością.",0
"nie polecam ,auto słabo reaguje na pedał gazu , spalanie sporo odbiega od podanej normy",0
Nie kupił bym tego samochodu ponownie z powodu sztywności zawieszenia oraz kosztów eksploatacji związanych z ceną części zamiennych.,0
Konfort jazdy jest dardzo dobry ale pozostałe rzeczy są do bani,0
"Przeciętne auto, żadna rewelacja",0
"Świetny samochód rodzinny, po Ducato Panoramie, Trafficu Passengerze i T5 Multivanie, mam wreszcie ekonomiczne i niezawodne auto, którym nie boję się przemierzać szlaków Europy.",1
Za niską cenę mamy naprawdę fajny samochód,1
Polecam. ,1
"Dobre autko, a do jego słabych stron można się przyzwyczaić. Niezawodny i wygodny, choć wybitnie nie lubi dróg terenowych.",1
Polecam jak najbardziej,1
"Ogólnie auto prezentuje się bardzo ładnie, ale awaria rozrządu, wentylatora chłodnicy, systemu zamyka ja bagażnika i kilku innych skutecznie zniechęciły mnie do tej marki.",0
Tylko v6 benzyna 200 km ,1
"reasumując:nie polecam ,nerwy mogą puścić niejednemu użytkownikowi tego wspaniałego autka.Parkowanie nawet w mysiej dziurze jest wykonalne tym samochodem,ale niestety,wady przewyższają zalety.",0
udany model,1
Polecam,1
git samochod,1
"Auto zwinne i szybkie, pojemne jak na swoje gabaryty. Mogłoby mieć minimalnie większą mase dopuszczalną bo bagaznik jest pojemny ale za duzo kg nim sie nie przewiezie.",1
Auto zgrabe spotrowe lecz dla ludzi z duzo kaso ,0
Auto kupione dla żony do uczenia się. Sprawiło się świetnie. Po dwóch latach wymieniamy na większe.,0
Brak,0
atko godne polecenia. moze sie psuc przy wiekszych przebiegach czujnik cisnienia paliwa,1
"Niewiarygodnie niska jakość pojazdu marki Volkswagen. Myślę o zmianie na samochód innej marki. Trochę mi wstyd jeździć samochodem marki, która oszukuje swoich klientów.",0
Bardzo fajny samochód. Nie załuje że kupiłem.,1
Całe szczęście to auto służbowe.,0
ogólnie ok,1
"Samochód zbudowany z prostych komponentów, zero skomplikowania, prosty i bardzo stylowy. Polecam. ",1
Dobre auto do wprawy na pierwszy samochód,0
Polecam ale w odpowiedniej konfiguracji,1
Niezły wygląd samochodu nie przekłada się na osiągi i technikę i osiagi pojazdu,0
Kupiłem nowe auto i po miesiącu okazało się wadliwe a serwis Opla w Płocku nie potrafi wskazać terminu naprawy samochodu. ,0
"Jak trafisz na zadbany samochód to TAK, a jak nie to masz do wydania około + - 5000 zł.",0
Wygodny i pojemny samochód. W wysokiej wersji wyposażenia ma wszystko co potrzebne.,1
"Dobry samochód, ale odradzam wymagającym. Niewątpliwie model z 16 calowymi kołami i silnikiem MultiAir II byłby lepszym wyborem.",0
Średnio ,1
Ładne komfortowe rodzinne autko za niewielkie pieniądze odporne na korozję. ,1
W ciągu ostatnich dwudziestu lat przerabiałem cala game Peugeota za wyjątkiem 308. 508 jest prawie tak dobry jak 407.,1
Super jak na stare autko ,1
Super autko,1
Po przymusowej przesiadce z 2.8 v6 jednak mimo obaw jestem zadowolony,1
Tani ładny samochód ale dla blacharza lub mechanika,0
SUPER AUTO ZA ROZSĄDNA CENĘ/ I 5 LAT GWARANCJI/CHOCIAZ NIC SIE NIE DZIAŁO PRZEZ TEN OKRES,1
do bani,0
vddsdggfngfg,0
"Małe , ciasne , tylko na dojazdt podmiejskie. Zdecydowanie lepiej trochę dołożyć i kupić coś troszeczke większego np. Skode Fabie.",0
"Ogolnie auto ch...owe malo miejsca w kabinie, zawieszenie tylko na drogi asfaltowe, poza nim mozna wybic sobie zeby",0
Wyjątkowy i bezkonkurencyjny w swojej kategorii.,1
stan b.dobry,1
W zasadzie ok tylko wyposażenie kiepskie,1
nastepnym razem automat:),1
"Sam samochod oceniam b.dobrze.Za maly przeswit,utrudniajacy wjazd na kraweznik przy parkowaniu.No i servis nie potrafiacy zlokalizowac usterki.",0
Ogólna ocena na czwórkę minus - trójkę plus. ,0
"za takie pieniądze chciałbym mięć samochód ,który po przejechaniu zaledwie 14 tys. km był nie awaryjny, skandaliczny serwis",0
ghrth,0
"Od VW można było wymagać o wiele więcej, duże problemy z serwisem, po 5 latach wyszła rdza, nie uznano reklamacji bo niby moja wina???, ja tylko nadarzy się sposobność to do wymiany. ",0
prowadzi się dobrze,0
Z tym silnikiem bym nie kupił.,0
Świetny samochód z w miarę tanimi częściami wszystko jest proste. Jest duży i wygodny. Świetny widok na drogę z góry. ,1
"Duży samochód dający sobie dobrze radę w terenie, niestety częste awarie oraz koszty części a w szczególności blacharskie kładą się cieniem na opinie względem tego auta",0
Auto jest dobre dla początkujaych kierowców.,1
zrywny ale za maly,0
Polecam zastanawiającym się kupując ten samochod.,1
"Zimny silnik nie lubi wysokich obrotów powyżej 1700,rama w tylnej części dziurawa jak ser szwajcarski,rocznik 97 ma problemy z pompą",1
Polecam wszystkim ten samochód ale sam raczej optuję za fordem focusem tak za niedługo sprzedam moją cytrynkę.,0
"Miałem to auto od nowości, myślałem , że to super wóz, ale jak przesiadłem się do samochodu stajni BMW czar prysł. Nie wiem jak Wy, ale ja bym tego auta więcej nie kupił. ",0
Przeciętny samochód dla większej rodziny.Pozwalający cieszyć się siedmioma miejscami i niskim kosztem eksploatacji.Ja swoją Zafire posiadam pięć lat i wymieniam tylko elementy zawieszenia.,0
nie polecam,0
Bardzo przyzwoity samochód.,1
"nie jestem pewien kupna w przyszłości, bo to będzie najwcześniej za 5 lat",1
w 2004 roku dokonałem właściwego zakupu,1
Samochód tylko do miasta ,0
"fantatyczny samochód dla 3 osób, w mieście i na wakacje",1
Bo jest bardzo dobrym samochodem,1
Bardzo dobry samochud .nowsze pasaty tyle nie wytrzymaja co b5 fl polecam,1
dobry samochód,1
"Dobry samochód dla rodzin z dziećmi ,mimo że po posiada małe wady do jest godny polecenia",1
Polecam ,1
"odradzam brak konkretnego serwisu ,dzisiaj to podstawa a tu komuna arogancja ",0
Super auto,1
"Za dużo problemów do naprawy: pompa wodna, dwa łożyska, wałek napinacza, wałek rozrządu, ciągłe problemy z geometria. Dobrze sie trzyma drogi ponieważ ma ABS, ETC, ESC.",0
jak na takie pieniądze mogło byc lepiej,0
silnik padł i to doszczętnie ,0
"Samochód ma miesiąc 1194km przejechane.Stoi drugi miesiąc bo brak części zastępczych.Ja dzwonię do Forda , piszę ale oni mają to gdzieś.Kupcie inna markę może będziecie mieli lepiej.",0
ok,0
nie polecam tego auta chyba ze dzieciom jako zabawke,0
Warto zaufać Francuskiej wizji motoryzacji;),1
"Za takie pieniądze(ponad 13 000 tyś.PLN !!!)i rdza przy nadkolach jak w Polonezie !?.Zapomnijcie Japońce,że będziecie mieli radośc ze sprzedaży....Opel VC o wiele tańsza i o wiele lepsza !?.",0
bardzo podobny doreno laguny,1
Auto bezawaryjne. Wyśmienite dla rodziny.,1
"wysoka cena jak na ""polskie""zarobki i dla Polaka !",0
"Jeśli ktoś posiada niewielkie fundusze, a chce posiadać kombi w dieslu, to czemu nie. Polecam modele w dobrym wyposażeniu, np. podgrzewane siedzenia, tempomat itd. ",0
Generalnie przereklamowany,0
Omijać szerokim łukiem,0
Bardzo wygodne auto w długie trasy za niewielką cenę,1
Nie byłby to zły samochód gdyby producent poważnie traktował klientów,0
"Bardzo dobry i niezawodny samochód. Nie do wiary, że jeszcze jeździ i prawie do niego nie dokładam po 20tu latach. Zresztą części są za grosze.",1
"Ogólnie , liczyłem na mniej wad, przecież to druga generacja .",0
Jestem bardzo zadowolony,1
słaby komfort,0
"idealne auto dla rodziny o ile ktoś nie wymaga wielkich osiągów od auta , choć strasznym mułem to on nie jest , lubi poprostu duże obroty. ogólnie bardzo polecam Madzię. ",1
Fatalnie - durszlak i szlifierka do opon,0
"Polecam wszystkim, którzy chcą korzystać jako rodzinne auto, łatwo się zapina i rozpinania dzieci. zarówno w trybie codziennym jak i na dalsze wyjazdy.",1
"Tragedia !!! Nie dajcie się namówić na tego strucla. Trudno ogarnąć ilość usterek, od zamarzających drzwi po poważne usterki układu chłodzenia, sprzęgła i silnika. W rezultacie, silnik do remontu.",0
"Godny polecenia, bezawaryjny samochod",1
"Rdza pojawiła się na karoserii już w siódmym roku. Lakier odpadł spod spuchniętego karoserii , odsłaniając grubą rdzę. Samochód garażowany. ",0
"wszystko zepsul przypadek, albo kiepskie wykonnie - od 2 miesiecy samochod w serwisie a serwis nie umie znalesc usterki, po remoncie gwarancyjnym silnika",0
Zależy kto co lubi. Auto do spokojnej jazdy ok. Duzo miejsca w środku. Poza bagażnikiem. Za te pieniądze mozna znaleźć cos ciekawszego,0
super oferta dla osób ceniących jakość za rozsądną cenę. ,1
"Samochód dobry na każdą okazje dla małej rodziny 3 os. Wystarczające, mało awaryjny, całkiem zrywny.",1
Od początku do końca samochód dla mnie.,1
"dobre auto pod względem przestronności,jako nowe na 4-5 lat do max 80tyś km,później niech sie martwi nowy właściciel",0
jak czytam że gość jeżdzi po mieście na 6 biegu to się zastanawim czy jeżdi vivaro czy rowerem z Makro. buhaha,1
"ekonomiczne i praktyczne autko, ale często przytrafiające się różne, mniejsze i większe usterki, sprawiają, że z czasem traci się do niego zaufanie i przestaje lubić.",0
"Wersja Cosmo za 136 tys z dodatkami OPC ,rewelacyjne wygodne auto ,dynamiczne i bardzo oszczędne ,PRZEPIĘKNY samochód",1
"Auto byłoby naprawdę znakomite, gdyby nie korozja. Zaczęła pojawiać się po 7 latach (!).",0
Przyzwoite auto.nie jest bezawaryjne ale usterki sa latwe do usuniecia.plus za dobry silnik ktory jest praktycznie bezobslugowy.jednak brakuje mu mocy.jak seicento to tylko 1.1,0
ok,1
"Samochód dla dziadków raczej ;) ,badz tez dla osob ceniacych sobie spokojna jazde...",0
"Fajne auto, szczególnie do miasta i na nienajdłuższe podróże po dobrych drogach. Mimo rocznika-trzyma się bdb. Aha, nadkola tylne trzeba ratować przed rdzą!",1
"po 7,5 roku wykryto brak sprezyny w pierscieniu - serwisy autoryzowane kazaly dolewac olej i wymieiano swiece. Sprzedano wadliwy samochod!",0
"szału nie ma, za ponad 100 baniek nie ma pasażer siedzenia podnoszonego to kpina i olewanie Polaków",0
"Bardzo dobre zabezpieczenie antykorozyjne, fajna sylwetka, mój egzemplarz to silnik 2.0 HDI o mocy 126KM ma taki sam moment jak ten 136KM po demontażu fapu mam wrażenie że ma jeszcze wyższy moment. ",1
już kupiłem ponownie 6 lat młodszy,1
Trzeba dbac o sterwnika i robiac co jakis czas adaptacje. ,1
Zajefajny samochód-już z duszą.,1
Komfortowy SUV za nie duże pieniądze w porównaniu do konkurencji z Niemiec czy Japoni,1
"Autko warte swojej ceny, ekonomiczna eksploatacja, dla niewybrednych doskonały wybór.",1
"Do miasta raczej się nie nadaje, samochód do długich podroży. ",0
"Auto jest świetne części tanie i to oryginały, silnik jest za słaby. ",1
Kocham kocham kocham ;] ,1
"wszystko byłoby dobrze gdyby nie korozją. dziurawe większość elementów, rama, bak, nadkola. silnik i napęd przeżyją nadwozie i ramę. Ale bardzo fajnie się jeździ",0
Dajcie sobie spokój ztym modelem,0
Dla mnie piekny i stylowy,0
jestem zadowolony z tego autka ale nie raz przyprawia mnie o większe ciśnienie .,0
dobre auto wdzieczne i tanie za dobry poobijany trzeba zaplacic jakiej 3600zl ,1
Wygodne auto ale radość psuje mnóstwo drobnych usterek i ceny serwisu.,0
"Bardzo fajne autko ,najważniejsze to że jest niezawodne",1
Wole japońca mam toyote 17l i tylko olej mnie interesuje co roku i nic a mam 230tys przejechane,0
Odpowiednie auto w stosunku do ceny. Wg. mnie dobrze wyposażone. Dodry zakup. ,1
2.5 tdi nieudane,0
Super autko,1
Zadowalajace,1
Dobre auta,1
Brak słów ,0
rewelacja w tej klasie i za te pieniądze,1
jak wyżej,1
Jest to już drugi mój golf jestem zadowolony.,1
wygląda jakby płakał jakby zabrać rejestracje to i mordka sie zgadza,0
Bardzo bogate wyposażenie,1
"Samochód posiadam 4 lata, przejechałem ok 86 tys km. Samochód idealny na długie trasy. super komfortowy. w tej cenie ciężko znaleźć równie fajne auto",1
mógłby być trochę cichszy i mniej spalać ale ogólnie ok,0
"Za wysoka cena na te samochody, żadna rewelacja spalanie = 13.5 LPG w mieście",0
"Rdzewieje, a serwisy pomimo gwarancji i przeglądów nie chcą uznawać",0
Ogólnie rewelacja jak na samochód do wszystkiego.,1
tanie auto i drogo nie kosztuje,1
dobre auto,1
Auto do miasta OK,1
Ogólnie super auto z dużym bagażnikiem,1
"w klasie kompaktów w ścisłej czołówce, w pełni zasłużyła astra na tytuł najlepszego samochodu roku 2016.",1
Zdecydowanie lepiej się czuję w limuzynach!,0
"ogólnie samochód należy ocenić pozytywnie, są pewne mankamenty, ideałów nie ma, nie kupiłbym go ponowie nie z powodu jakichś wad ale po prostu potrzebuję wiekszego samochodu np. suva",0
bardzo miłe autko,1
:),0
"Fajne, bezawaryjne autko do codziennej jazdy.",1
Ok,1
dobry do spokojnej jazdy bardzo niskie zawieszenie ,0
silnik w tym samochodzie nie nadaje się do gazu,0
Każdy ma kiedyś gorszy dzień i własnie taki mieli projektanci vw wymyślajac passata B5. Zdecydowanie nie polecam tego samochodu. Chyba że największemu wrogowi. ,0
Polecam !! bezapaelacyjnie,1
Fajny miejski samochód. W trasie tak do 800 km ok potem hałas dokucza ,1
Zadbany od zewnątrz ,1
samochod zdatny do jazdy ,1
"Zbyt wiele usterek jak na auto 7 miesięczne, w serwisie ciągłe zbywane. Liczba moich wizyt od początku szacuje na ok 20. Usterek było więcej, lecz zostały szybko usunięte.",0
Jak na swój wiek auto w bardzo dobrym stanie technicznym. ,1
byle jaki,0
"Słabe zawieszenie jak na polskie drogi, bardzo duża awaryjność instalacji elektrycznej.",0
Jeśli ktoś potrzebuje tego samochodu żeby zastąpił woła pociągowego - polecam; Samochód całkowicie nie nadaje się do jazdy w ruchu miejskim.,0
"Za mały bagażnik, samochód jest z tyłu od razu zachlapany od góry do dołu w trakcie najmniejszych opadów mimo istniejących chlapaczy.",0
Bardzo dobrze oceniam ten samochod.,1
Autko wygodne i ładne. Ale przy zmianie na nowe będę szukał teraz opel vivaro ,0
Super autko,1
Zdaleka od renault,0
Wszystkie opinie o tym aucie wpisane sa przez importera. Wszytkie w bardzo podobny stylu moim zdaniem wpisuje to jedna osoba. ,0
Za słaby silnik. Brak dynamiki. Po wyjściu z auta byłam rozczarowana. ,0
jeszcze kilka miesięcy,0
szkoda pieniedzy,0
Auto godne polecenia jeżeli któś szuka czegoś sportowego za małe pieniądze,1
:-) jestem zadowolony :-),1
Polecam dla małych przedsiębiorstw. Bardzo wygodny i uniwersalny samochód do przewozu. Super oferty od At Garage na umowy serwisowe!,1
Nie polecam samochód toporny kumpel ma np Mazdę 6 i o wiele lepiej sie prezentuje oraz właściwości jezdne o niebo lepsze. Ocena mocna 3,0
fajny wózek ale tylko z mocnym benzyniakiem lub dieslem i z dobrym wyposażeniem np XL,1
"Wygodny , ladny samochod ale wlacznie dla Mechatroniker z duza cierpliwoscia ",0
AUTO BYŁOBY SUPER GDYBY MIAŁO PREKAZANIE NAPĘDU JAK W T4,0
2x i wtopa(nowe auta)..nikt mi nie wmowi ze to normalne-ale mity sa ,0
Nigdy więcej VW jazda tym samochodem jest męcząca ,0
"Nie polecam tego samochodu, chyba ze lubicie jak was ktos ruha w dupsko bez wazelinki",0
"Świetne auto za rozsądną cenę. Jak to z Renówkami, albo się je kocha, albo nienawidzi. Ja mam w domu pięć. Megane II Megane III Scenic II Modus Koleos po face lifting'u",1
nastepnym razem automat:),1
Kupił bym auto ponownie. ,1
Bardzo elastyczny sam z zewnątrz wieksza Corsa w środku bardzo dużo miejsca. Zużycie paliwa i bardzo ciężko dostęp do wszystkich elementów w komorze silnika,1
po prostu szkoda słów.......,0
zbyt duże zużycie paliwa,1
Polecam!,1
W ŻYCIU NIE KUPIE AUTA TEJ MARKI ,0
"Nie wiem co się z tym autem dzieje rdzewieje, sprzęgło musiałem już dwukrotnie wymienić, drogie części, dopóki była gwarancja to nie było problemów. Nie polecam.",0
dobre auto na zakupy,1
problemy z rozruchem silnika start stop,0
"nie polecam. jest wiele lepszych firm na rynku. śledząc poczynania marki mitsubishi, to praktycznie w roku 2017-2018 nie mają już nic do zaoferowania",0
"Radzę się dwa razy zastanowić. Auto ciasne, mało schowków i dużo pali. Rdza po 2 latach.....i szarpanina z Renault , który ma klienta w nosie bo samochód udało im się wcisnąć i umywają ręce.",0
auto super dla rodziny,1
nie polecam,0
ogólnie tani model na rynku wtórnym,0
Jeżeli kupować citroena używanego to tylko z gwarancją CITROEN SELECT na min 2 lata,0
"Pomimo kilku drobnych niedociągnięć, auto ok: wygodne, duże, ciche. Dające się polubić. Za te pieniądze - znakomite! Polecam.",1
ok,1
super auto,1
"Przyzwoity samochód dostawczy. Dobre wyposażenie tj. Klimatyzacja, tempomat, elektrycznie otwierane szyby, elektrycznie ustawiane i podgrzewane lusterka.",1
Polecam ten samochód każdemu ,1
Więcej jazd próbnych przed zakupem i KONIECZNIE modelem który chcesz kupić !!,0
"Tylko dwie gwiazdki za jakość. Samochód za około 100 T PLN nie powinien dzwonić, wibrować pod kokpitem, w drzwiach itp. Niby drobiazg a odbiera radość z jazdy. ",0
Trudno o jednoznaczną ocenę po tak krótkim przebiegu ale mam wrażenie że będą problemy.,0
xxxxxx,0
Auto dobre dla kobiety na krótkie trasy.,0
Nie polecam,0
Glut,0
